sample_id,source_file,case_id,group_name,intent_class,method,target,payload_or_query,interpretation,attack_family,expected_code,expected_meaning,observed_off,observed_on,response_code_transition,current_assessment
391,auth-search-location-mixed-50.csv,auth_search_041,Auth Search Location,ambiguous,GET,/api//board/posts,,인증이 필요한 읽기 경로에 공격성 문자열 또는 경로 변형을 적용한 요청이다.,route_typo,404,malformed_board_path_should_return_404,200,200,200 -> 200,needs_review
392,auth-search-location-mixed-50.csv,auth_search_042,Auth Search Location,ambiguous,GET,/api/lms/courses/my/,,인증 후 LMS 또는 프로필 읽기 기능을 사용하는 요청이다.,normal_business_request,404,malformed_lms_path_should_return_404,404,404,404 -> 404,as_designed
393,auth-search-location-mixed-50.csv,auth_search_043,Auth Search Location,ambiguous,GET,/api/lms/assignments/1/,,인증 후 LMS 또는 프로필 읽기 기능을 사용하는 요청이다.,normal_business_request,404,malformed_lms_path_should_return_404,404,404,404 -> 404,as_designed
394,auth-search-location-mixed-50.csv,auth_search_044,Auth Search Location,ambiguous,GET,/api/lms/admin/course,,인증 후 관리자 전용 LMS 읽기 엔드포인트를 외부망 관점에서 조회하는 요청이다.,normal_business_request,403,admin_network_protected_endpoint_should_return_403_from_external,403,403,403 -> 403,as_designed
395,auth-search-location-mixed-50.csv,auth_search_045,Auth Search Location,ambiguous,GET,/api/lms/admin/enrollments/,,인증 후 관리자 전용 LMS 읽기 엔드포인트를 외부망 관점에서 조회하는 요청이다.,normal_business_request,403,admin_network_protected_endpoint_should_return_403_from_external,403,403,403 -> 403,as_designed
396,auth-search-location-mixed-50.csv,auth_search_046,Auth Search Location,ambiguous,GET,/api/auth/me/,,인증 후 LMS 또는 프로필 읽기 기능을 사용하는 요청이다.,normal_business_request,404,malformed_profile_path_should_return_404,404,404,404 -> 404,as_designed
397,auth-search-location-mixed-50.csv,auth_search_047,Auth Search Location,ambiguous,GET,/api/board/posts?keyword=query%20string%20%EB%B3%B4%EC%95%88&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=0&size=5,,인증된 읽기 경로에서 보안 용어를 문맥적으로 조회하거나 경로를 변형한 요청이다.,route_typo,200,student_board_search_should_return_200,200,200,200 -> 200,as_designed
398,auth-search-location-mixed-50.csv,auth_search_048,Auth Search Location,ambiguous,GET,/api/board/posts?author=prof1&keyword=shellshock%20note&sort=latest&page=0&size=5,,인증된 읽기 경로에서 보안 용어를 문맥적으로 조회하거나 경로를 변형한 요청이다.,command_injection,403,non_student_board_access_should_return_403,403,403,403 -> 403,as_designed
399,auth-search-location-mixed-50.csv,auth_search_049,Auth Search Location,attack,GET,/api/board/posts?keyword=%27%20or%201%3D1--&sort=latest&page=0&size=5,,인증이 필요한 읽기 경로에 공격성 문자열 또는 경로 변형을 적용한 요청이다.,sqli,400,explicit_attack_query_should_be_rejected,403,400,403 -> 400,resolved_after_tuning
400,auth-search-location-mixed-50.csv,auth_search_050,Auth Search Location,attack,GET,/api/board/posts?keyword=%3Csvg%2Fonload%3Dalert%281%29%3E&sort=latest&page=0&size=5,,인증이 필요한 읽기 경로에 공격성 문자열 또는 경로 변형을 적용한 요청이다.,xss,400,explicit_attack_query_should_be_rejected,403,200,403 -> 200,missed_detection
401,public-post-mixed-v2-50.csv,public_post_001,Public Post Feature,normal,POST,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""도서관 좌석 문의 ${mixed500_v2_run_id}"",""message"":""정상 문의입니다. 담당 부서 확인 부탁드립니다."",""contactEmail"":""portal-normal-01-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",공개 문의 등록 기능을 사용하는 요청이다.,route_typo,201,public_support_request_should_be_created,403,403,403 -> 403,needs_policy_review
402,public-post-mixed-v2-50.csv,public_post_002,Public Post Feature,normal,POST,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""기숙사 점검 요청 ${mixed500_v2_run_id}"",""message"":""정상 문의입니다. 담당 부서 확인 부탁드립니다."",""contactEmail"":""portal-normal-02-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",공개 문의 등록 기능을 사용하는 요청이다.,route_typo,201,public_support_request_should_be_created,403,403,403 -> 403,needs_policy_review
403,public-post-mixed-v2-50.csv,public_post_003,Public Post Feature,normal,POST,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""수강정정 문의 ${mixed500_v2_run_id}"",""message"":""정상 문의입니다. 담당 부서 확인 부탁드립니다."",""contactEmail"":""portal-normal-03-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",공개 문의 등록 기능을 사용하는 요청이다.,route_typo,201,public_support_request_should_be_created,403,403,403 -> 403,needs_policy_review
404,public-post-mixed-v2-50.csv,public_post_004,Public Post Feature,normal,POST,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""장학금 상담 ${mixed500_v2_run_id}"",""message"":""정상 문의입니다. 담당 부서 확인 부탁드립니다."",""contactEmail"":""portal-normal-04-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",공개 문의 등록 기능을 사용하는 요청이다.,route_typo,201,public_support_request_should_be_created,403,403,403 -> 403,needs_policy_review
405,public-post-mixed-v2-50.csv,public_post_005,Public Post Feature,normal,POST,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""교환학생 일정 문의 ${mixed500_v2_run_id}"",""message"":""정상 문의입니다. 담당 부서 확인 부탁드립니다."",""contactEmail"":""portal-normal-05-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",공개 문의 등록 기능을 사용하는 요청이다.,route_typo,201,public_support_request_should_be_created,403,403,403 -> 403,needs_policy_review
406,public-post-mixed-v2-50.csv,public_post_006,Public Post Feature,normal,POST,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""취업지원센터 안내 요청 ${mixed500_v2_run_id}"",""message"":""정상 문의입니다. 담당 부서 확인 부탁드립니다."",""contactEmail"":""portal-normal-06-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",공개 문의 등록 기능을 사용하는 요청이다.,route_typo,201,public_support_request_should_be_created,403,403,403 -> 403,needs_policy_review
407,public-post-mixed-v2-50.csv,public_post_007,Public Post Feature,normal,POST,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""졸업요건 확인 ${mixed500_v2_run_id}"",""message"":""정상 문의입니다. 담당 부서 확인 부탁드립니다."",""contactEmail"":""portal-normal-07-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",공개 문의 등록 기능을 사용하는 요청이다.,route_typo,201,public_support_request_should_be_created,403,403,403 -> 403,needs_policy_review
408,public-post-mixed-v2-50.csv,public_post_008,Public Post Feature,normal,POST,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""캠퍼스 네트워크 문의 ${mixed500_v2_run_id}"",""message"":""정상 문의입니다. 담당 부서 확인 부탁드립니다."",""contactEmail"":""portal-normal-08-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",공개 문의 등록 기능을 사용하는 요청이다.,route_typo,201,public_support_request_should_be_created,403,403,403 -> 403,needs_policy_review
409,public-post-mixed-v2-50.csv,public_post_009,Public Post Feature,normal,POST,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""학생회 공지 확인 ${mixed500_v2_run_id}"",""message"":""정상 문의입니다. 담당 부서 확인 부탁드립니다."",""contactEmail"":""portal-normal-09-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",공개 문의 등록 기능을 사용하는 요청이다.,route_typo,201,public_support_request_should_be_created,403,403,403 -> 403,needs_policy_review
410,public-post-mixed-v2-50.csv,public_post_010,Public Post Feature,normal,POST,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""장비 대여 문의 ${mixed500_v2_run_id}"",""message"":""정상 문의입니다. 담당 부서 확인 부탁드립니다."",""contactEmail"":""portal-normal-10-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",공개 문의 등록 기능을 사용하는 요청이다.,route_typo,201,public_support_request_should_be_created,403,403,403 -> 403,needs_policy_review
411,public-post-mixed-v2-50.csv,public_post_011,Public Post Feature,ambiguous,POST,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""select 문이 포함된 강의자료 문의 ${mixed500_v2_run_id}"",""message"":""보안성 자료나 필터 사례를 설명하는 정상 문의입니다."",""contactEmail"":""portal-amb-11-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/security-lab""}",공개 문의 등록 기능을 사용하는 요청이다.,route_typo,201,public_support_request_should_be_created,403,403,403 -> 403,needs_policy_review
412,public-post-mixed-v2-50.csv,public_post_012,Public Post Feature,ambiguous,POST,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""union all select 교육자료 제보 ${mixed500_v2_run_id}"",""message"":""보안성 자료나 필터 사례를 설명하는 정상 문의입니다."",""contactEmail"":""portal-amb-12-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/security-lab""}",공개 문의 등록 기능을 사용하는 요청이다.,sqli,201,public_support_request_should_be_created,403,403,403 -> 403,needs_policy_review
413,public-post-mixed-v2-50.csv,public_post_013,Public Post Feature,ambiguous,POST,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""script 태그 표기 문의 ${mixed500_v2_run_id}"",""message"":""보안성 자료나 필터 사례를 설명하는 정상 문의입니다."",""contactEmail"":""portal-amb-13-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/security-lab""}",공개 문의 등록 기능을 사용하는 요청이다.,route_typo,201,public_support_request_should_be_created,403,403,403 -> 403,needs_policy_review
414,public-post-mixed-v2-50.csv,public_post_014,Public Post Feature,ambiguous,POST,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""../admin 경로 예시 확인 ${mixed500_v2_run_id}"",""message"":""보안성 자료나 필터 사례를 설명하는 정상 문의입니다."",""contactEmail"":""portal-amb-14-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/security-lab""}",공개 문의 등록 기능을 사용하는 요청이다.,path_traversal,201,public_support_request_should_be_created,403,403,403 -> 403,needs_policy_review
415,public-post-mixed-v2-50.csv,public_post_015,Public Post Feature,ambiguous,POST,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""cmd.exe 문자열이 포함된 게시글 신고 ${mixed500_v2_run_id}"",""message"":""보안성 자료나 필터 사례를 설명하는 정상 문의입니다."",""contactEmail"":""portal-amb-15-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/security-lab""}",공개 문의 등록 기능을 사용하는 요청이다.,command_injection,201,public_support_request_should_be_created,403,403,403 -> 403,needs_policy_review
416,public-post-mixed-v2-50.csv,public_post_016,Public Post Feature,ambiguous,POST,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""powershell -enc 예시 확인 ${mixed500_v2_run_id}"",""message"":""보안성 자료나 필터 사례를 설명하는 정상 문의입니다."",""contactEmail"":""portal-amb-16-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/security-lab""}",공개 문의 등록 기능을 사용하는 요청이다.,command_injection,201,public_support_request_should_be_created,403,403,403 -> 403,needs_policy_review
417,public-post-mixed-v2-50.csv,public_post_017,Public Post Feature,ambiguous,POST,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""whoami 출력 사례 문의 ${mixed500_v2_run_id}"",""message"":""보안성 자료나 필터 사례를 설명하는 정상 문의입니다."",""contactEmail"":""portal-amb-17-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/security-lab""}",공개 문의 등록 기능을 사용하는 요청이다.,command_injection,201,public_support_request_should_be_created,403,403,403 -> 403,needs_policy_review
418,public-post-mixed-v2-50.csv,public_post_018,Public Post Feature,attack,POST,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""<script>alert(1)</script> ${mixed500_v2_run_id}"",""message"":""명확한 공격 패턴 차단 검증입니다."",""contactEmail"":""portal-attack-18-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",공개 문의 등록 기능에 명확한 공격 패턴을 넣어 차단 여부를 검증하는 요청이다.,xss,403,explicit_attack_payload_should_be_blocked,403,403,403 -> 403,as_designed
419,public-post-mixed-v2-50.csv,public_post_019,Public Post Feature,attack,POST,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""<img src=x onerror=alert(1)> ${mixed500_v2_run_id}"",""message"":""명확한 공격 패턴 차단 검증입니다."",""contactEmail"":""portal-attack-19-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",공개 문의 등록 기능에 명확한 공격 패턴을 넣어 차단 여부를 검증하는 요청이다.,xss,403,explicit_attack_payload_should_be_blocked,403,403,403 -> 403,as_designed
420,public-post-mixed-v2-50.csv,public_post_020,Public Post Feature,attack,POST,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""1' OR '1'='1 ${mixed500_v2_run_id}"",""message"":""명확한 공격 패턴 차단 검증입니다."",""contactEmail"":""portal-attack-20-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",공개 문의 등록 기능에 명확한 공격 패턴을 넣어 차단 여부를 검증하는 요청이다.,sqli,403,explicit_attack_payload_should_be_blocked,403,403,403 -> 403,as_designed
421,public-post-mixed-v2-50.csv,public_post_021,Public Post Feature,normal,POST,/api/auth/register,"{""email"":""normal-v2-21-${__UUID()}@campus.local"",""password"":""Password123!"",""name"":""신입생A"",""role"":""STUDENT""}",공개 회원가입 기능을 사용하는 요청이다.,normal_business_request,201,public_register_request_should_be_created,403,403,403 -> 403,needs_policy_review
422,public-post-mixed-v2-50.csv,public_post_022,Public Post Feature,normal,POST,/api/auth/register,"{""email"":""normal-v2-22-${__UUID()}@campus.local"",""password"":""Password123!"",""name"":""신입생B"",""role"":""STUDENT""}",공개 회원가입 기능을 사용하는 요청이다.,normal_business_request,201,public_register_request_should_be_created,403,403,403 -> 403,needs_policy_review
423,public-post-mixed-v2-50.csv,public_post_023,Public Post Feature,normal,POST,/api/auth/register,"{""email"":""normal-v2-23-${__UUID()}@campus.local"",""password"":""Password123!"",""name"":""신입생C"",""role"":""STUDENT""}",공개 회원가입 기능을 사용하는 요청이다.,normal_business_request,201,public_register_request_should_be_created,403,403,403 -> 403,needs_policy_review
424,public-post-mixed-v2-50.csv,public_post_024,Public Post Feature,normal,POST,/api/auth/register,"{""email"":""normal-v2-24-${__UUID()}@campus.local"",""password"":""Password123!"",""name"":""신입생D"",""role"":""STUDENT""}",공개 회원가입 기능을 사용하는 요청이다.,normal_business_request,201,public_register_request_should_be_created,403,403,403 -> 403,needs_policy_review
425,public-post-mixed-v2-50.csv,public_post_025,Public Post Feature,normal,POST,/api/auth/register,"{""email"":""normal-v2-25-${__UUID()}@campus.local"",""password"":""Password123!"",""name"":""신입생E"",""role"":""STUDENT""}",공개 회원가입 기능을 사용하는 요청이다.,normal_business_request,201,public_register_request_should_be_created,403,403,403 -> 403,needs_policy_review
426,public-post-mixed-v2-50.csv,public_post_026,Public Post Feature,normal,POST,/api/auth/register,"{""email"":""normal-v2-26-${__UUID()}@campus.local"",""password"":""Password123!"",""name"":""신입생F"",""role"":""STUDENT""}",공개 회원가입 기능을 사용하는 요청이다.,normal_business_request,201,public_register_request_should_be_created,403,403,403 -> 403,needs_policy_review
427,public-post-mixed-v2-50.csv,public_post_027,Public Post Feature,normal,POST,/api/auth/register,"{""email"":""normal-v2-27-${__UUID()}@campus.local"",""password"":""Password123!"",""name"":""신입생G"",""role"":""STUDENT""}",공개 회원가입 기능을 사용하는 요청이다.,normal_business_request,201,public_register_request_should_be_created,403,403,403 -> 403,needs_policy_review
428,public-post-mixed-v2-50.csv,public_post_028,Public Post Feature,ambiguous,POST,/api/auth/register,"{""email"":""ambiguous-v2-28-${__UUID()}@campus.local"",""password"":""Password123!"",""name"":""보안스터디"",""role"":""STUDENT""}",공개 회원가입 기능을 사용하는 요청이다.,normal_business_request,201,public_register_request_should_be_created,403,403,403 -> 403,needs_policy_review
429,public-post-mixed-v2-50.csv,public_post_029,Public Post Feature,ambiguous,POST,/api/auth/register,"{""email"":""ambiguous-v2-29-${__UUID()}@campus.local"",""password"":""Password123!"",""name"":""로그분석반"",""role"":""STUDENT""}",공개 회원가입 기능을 사용하는 요청이다.,normal_business_request,201,public_register_request_should_be_created,403,403,403 -> 403,needs_policy_review
430,public-post-mixed-v2-50.csv,public_post_030,Public Post Feature,ambiguous,POST,/api/auth/register,"{""email"":""ambiguous-v2-30-${__UUID()}@campus.local"",""password"":""Password123!"",""name"":""Script Review Note"",""role"":""STUDENT""}",공개 회원가입 기능을 사용하는 요청이다.,normal_business_request,201,public_register_request_should_be_created,403,403,403 -> 403,needs_policy_review
431,public-post-mixed-v2-50.csv,public_post_031,Public Post Feature,ambiguous,POST,/api/auth/register,"{""email"":""ambiguous-v2-31-${__UUID()}@campus.local"",""password"":""Password123!"",""name"":""WAF Test Lab"",""role"":""STUDENT""}",공개 회원가입 기능을 사용하는 요청이다.,normal_business_request,201,public_register_request_should_be_created,403,403,403 -> 403,needs_policy_review
432,public-post-mixed-v2-50.csv,public_post_032,Public Post Feature,ambiguous,POST,/api/auth/register,"{""email"":""ambiguous-v2-32-${__UUID()}@campus.local"",""password"":""Password123!"",""name"":""침해대응실습"",""role"":""STUDENT""}",공개 회원가입 기능을 사용하는 요청이다.,normal_business_request,201,public_register_request_should_be_created,403,403,403 -> 403,needs_policy_review
433,public-post-mixed-v2-50.csv,public_post_033,Public Post Feature,ambiguous,POST,/api/auth/register,"{""email"":""ambiguous-v2-33-${__UUID()}@campus.local"",""password"":""Password123!"",""name"":""시큐어코딩반"",""role"":""STUDENT""}",공개 회원가입 기능을 사용하는 요청이다.,normal_business_request,201,public_register_request_should_be_created,403,403,403 -> 403,needs_policy_review
434,public-post-mixed-v2-50.csv,public_post_034,Public Post Feature,attack,POST,/api/auth/register,"{""email"":""attack-v2-34-${__UUID()}@campus.local"",""password"":""Password123!"",""name"":""<script>alert(1)</script>"",""role"":""STUDENT""}",회원가입 입력값에 명확한 공격 패턴을 넣어 차단 여부를 검증하는 요청이다.,xss,403,explicit_attack_payload_should_be_blocked,403,403,403 -> 403,as_designed
435,public-post-mixed-v2-50.csv,public_post_035,Public Post Feature,attack,POST,/api/auth/register,"{""email"":""attack-v2-35-${__UUID()}@campus.local"",""password"":""Password123!"",""name"":""../../etc/passwd"",""role"":""STUDENT""}",회원가입 입력값에 명확한 공격 패턴을 넣어 차단 여부를 검증하는 요청이다.,path_traversal,403,explicit_attack_payload_should_be_blocked,403,403,403 -> 403,as_designed
436,public-post-mixed-v2-50.csv,public_post_036,Public Post Feature,normal,POST,/api/auth/login,"{""email"":""student11@campus.local"",""password"":""Password123!""}",정상 계정으로 로그인하는 요청이다.,normal_business_request,200,valid_login_should_return_access_token,200,200,200 -> 200,as_designed
437,public-post-mixed-v2-50.csv,public_post_037,Public Post Feature,normal,POST,/api/auth/login,"{""email"":""student12@campus.local"",""password"":""Password123!""}",정상 계정으로 로그인하는 요청이다.,normal_business_request,200,valid_login_should_return_access_token,200,200,200 -> 200,as_designed
438,public-post-mixed-v2-50.csv,public_post_038,Public Post Feature,normal,POST,/api/auth/login,"{""email"":""prof1@campus.local"",""password"":""Password123!""}",정상 계정으로 로그인하는 요청이다.,normal_business_request,200,valid_login_should_return_access_token,200,200,200 -> 200,as_designed
439,public-post-mixed-v2-50.csv,public_post_039,Public Post Feature,normal,POST,/api/auth/login,"{""email"":""admin1@campus.local"",""password"":""Password123!""}",정상 계정으로 로그인하는 요청이다.,normal_business_request,200,valid_login_should_return_access_token,200,200,200 -> 200,as_designed
440,public-post-mixed-v2-50.csv,public_post_040,Public Post Feature,normal,POST,/api/auth/login,"{""email"":""student11@campus.local"",""password"":""Password123!""}",정상 계정으로 로그인하는 요청이다.,normal_business_request,200,valid_login_should_return_access_token,200,200,200 -> 200,as_designed
441,public-post-mixed-v2-50.csv,public_post_041,Public Post Feature,normal,POST,/api/auth/login,"{""email"":""student12@campus.local"",""password"":""Password123!""}",정상 계정으로 로그인하는 요청이다.,normal_business_request,200,valid_login_should_return_access_token,200,200,200 -> 200,as_designed
442,public-post-mixed-v2-50.csv,public_post_042,Public Post Feature,normal,POST,/api/auth/login,"{""email"":""prof1@campus.local"",""password"":""Password123!""}",정상 계정으로 로그인하는 요청이다.,normal_business_request,200,valid_login_should_return_access_token,200,200,200 -> 200,as_designed
443,public-post-mixed-v2-50.csv,public_post_043,Public Post Feature,normal,POST,/api/auth/login,"{""email"":""admin1@campus.local"",""password"":""Password123!""}",정상 계정으로 로그인하는 요청이다.,normal_business_request,200,valid_login_should_return_access_token,200,200,200 -> 200,as_designed
444,public-post-mixed-v2-50.csv,public_post_044,Public Post Feature,ambiguous,POST,/api/auth/login,"{""email"":""student11@campus.local"",""password"":""Password123! ""}",로그인 형식은 유사하지만 공백 등으로 인증 실패 또는 검증 오류가 나야 하는 요청이다.,normal_business_request,401,credential_mismatch_should_return_401,401,401,401 -> 401,as_designed
445,public-post-mixed-v2-50.csv,public_post_045,Public Post Feature,ambiguous,POST,/api/auth/login,"{""email"":""student12@campus.local"",""password"":""Password123! ""}",로그인 형식은 유사하지만 공백 등으로 인증 실패 또는 검증 오류가 나야 하는 요청이다.,normal_business_request,401,credential_mismatch_should_return_401,401,401,401 -> 401,as_designed
446,public-post-mixed-v2-50.csv,public_post_046,Public Post Feature,ambiguous,POST,/api/auth/login,"{""email"":""student11@campus.local "",""password"":""Password123!""}",로그인 형식은 유사하지만 공백 등으로 인증 실패 또는 검증 오류가 나야 하는 요청이다.,normal_business_request,400,invalid_email_format_should_return_400,400,400,400 -> 400,as_designed
447,public-post-mixed-v2-50.csv,public_post_047,Public Post Feature,ambiguous,POST,/api/auth/login,"{""email"":""prof1@campus.local"",""password"":""Password123! ""}",로그인 형식은 유사하지만 공백 등으로 인증 실패 또는 검증 오류가 나야 하는 요청이다.,normal_business_request,401,credential_mismatch_should_return_401,401,401,401 -> 401,as_designed
448,public-post-mixed-v2-50.csv,public_post_048,Public Post Feature,ambiguous,POST,/api/auth/login,"{""email"":""admin1@campus.local"",""password"":""Password123! ""}",로그인 형식은 유사하지만 공백 등으로 인증 실패 또는 검증 오류가 나야 하는 요청이다.,normal_business_request,401,credential_mismatch_should_return_401,401,401,401 -> 401,as_designed
449,public-post-mixed-v2-50.csv,public_post_049,Public Post Feature,attack,POST,/api/auth/login,"{""email"":""student11@campus.local"",""password"":""' OR '1'='1""}",로그인 입력값에 명확한 공격 패턴을 넣어 차단 여부를 검증하는 요청이다.,sqli,403,explicit_attack_payload_should_be_blocked,403,403,403 -> 403,as_designed
450,public-post-mixed-v2-50.csv,public_post_050,Public Post Feature,attack,POST,/api/auth/login,"{""email"":""student11@campus.local"",""password"":""<script>alert(1)</script>""}",로그인 입력값에 명확한 공격 패턴을 넣어 차단 여부를 검증하는 요청이다.,xss,403,explicit_attack_payload_should_be_blocked,403,403,403 -> 403,as_designed
451,FP_BOARD_SEARCH_URL_EXPANDED_500_V2.jmx,auth_post_001,Auth Post Feature,normal,POST,/api/board/posts,"{""title"":""도서관 이용 안내 ${mixed500_v2_run_id}"",""content"":""도서관 좌석 배정과 운영 시간 안내를 공유하는 정상 게시글입니다.""}",인증 후 게시글·댓글 작성/수정/삭제 기능을 사용하는 정상 요청이다.,normal_business_request,201,authenticated_board_post_should_be_created,403,403,403 -> 403,needs_policy_review
452,FP_BOARD_SEARCH_URL_EXPANDED_500_V2.jmx,auth_post_002,Auth Post Feature,normal,POST,/api/board/posts/${board_post_id_11}/comments,"{""content"":""참고 감사합니다.""}",인증 후 게시글·댓글 작성/수정/삭제 기능을 사용하는 정상 요청이다.,normal_business_request,201,authenticated_comment_should_be_created,404,404,404 -> 404,blocked_by_parent_failure_needs_jmx_guard
453,FP_BOARD_SEARCH_URL_EXPANDED_500_V2.jmx,auth_post_003,Auth Post Feature,normal,POST,/api/board/posts/${board_post_id_11}/update,"{""title"":""도서관 이용 안내 수정 ${mixed500_v2_run_id}"",""content"":""도서관 좌석 배정과 운영 시간 안내를 공유하는 정상 게시글입니다. 수정본입니다.""}",인증 후 게시글·댓글 작성/수정/삭제 기능을 사용하는 정상 요청이다.,normal_business_request,200,authenticated_update_should_succeed,403,403,403 -> 403,blocked_by_parent_failure_needs_jmx_guard
454,FP_BOARD_SEARCH_URL_EXPANDED_500_V2.jmx,auth_post_004,Auth Post Feature,normal,POST,/api/board/posts/${board_post_id_11}/comments/${board_comment_id_11}/update,"{""content"":""참고 감사합니다. 수정본""}",인증 후 게시글·댓글 작성/수정/삭제 기능을 사용하는 정상 요청이다.,normal_business_request,200,authenticated_update_should_succeed,404,404,404 -> 404,blocked_by_parent_failure_needs_jmx_guard
455,FP_BOARD_SEARCH_URL_EXPANDED_500_V2.jmx,auth_post_005,Auth Post Feature,normal,POST,/api/board/posts/${board_post_id_11}/comments/${board_comment_id_11}/delete,,인증 후 게시글·댓글 작성/수정/삭제 기능을 사용하는 정상 요청이다.,normal_business_request,204,authenticated_delete_should_succeed,404,404,404 -> 404,blocked_by_parent_failure_needs_jmx_guard
456,FP_BOARD_SEARCH_URL_EXPANDED_500_V2.jmx,auth_post_006,Auth Post Feature,normal,POST,/api/board/posts/${board_post_id_11}/delete,,인증 후 게시글·댓글 작성/수정/삭제 기능을 사용하는 정상 요청이다.,normal_business_request,204,authenticated_delete_should_succeed,404,404,404 -> 404,blocked_by_parent_failure_needs_jmx_guard
457,FP_BOARD_SEARCH_URL_EXPANDED_500_V2.jmx,auth_post_007,Auth Post Feature,ambiguous,POST,/api/board/posts,"{""title"":""보안 실습 메모 ${mixed500_v2_run_id}"",""content"":""select 문, script 태그, ../admin 경로를 방어 관점에서 정리하는 게시글입니다.""}",인증 후 게시글·댓글 작성 흐름에서 보안 용어를 문맥적으로 설명하는 요청이다.,path_traversal,201,authenticated_board_post_should_be_created,403,403,403 -> 403,needs_policy_review
458,FP_BOARD_SEARCH_URL_EXPANDED_500_V2.jmx,auth_post_008,Auth Post Feature,ambiguous,POST,/api/board/posts/${board_post_id_12}/comments,"{""content"":""whoami 예시도 같이 정리했습니다.""}",인증 후 게시글·댓글 작성 흐름에서 보안 용어를 문맥적으로 설명하는 요청이다.,command_injection,201,authenticated_comment_should_be_created,403,403,403 -> 403,blocked_by_parent_failure_needs_jmx_guard
459,FP_BOARD_SEARCH_URL_EXPANDED_500_V2.jmx,auth_post_009,Auth Post Feature,ambiguous,POST,/api/board/posts/${board_post_id_12}/update,"{""title"":""보안 실습 메모 수정 ${mixed500_v2_run_id}"",""content"":""select 문, script 태그, ../admin 경로를 방어 관점에서 정리하는 게시글입니다. 수정본입니다.""}",인증 후 게시글·댓글 작성 흐름에서 보안 용어를 문맥적으로 설명하는 요청이다.,path_traversal,200,authenticated_update_should_succeed,403,403,403 -> 403,blocked_by_parent_failure_needs_jmx_guard
460,FP_BOARD_SEARCH_URL_EXPANDED_500_V2.jmx,auth_post_010,Auth Post Feature,ambiguous,POST,/api/board/posts/${board_post_id_12}/comments/${board_comment_id_12}/update,"{""content"":""whoami 예시도 같이 정리했습니다. 수정본""}",인증 후 게시글·댓글 작성 흐름에서 보안 용어를 문맥적으로 설명하는 요청이다.,command_injection,200,authenticated_update_should_succeed,403,403,403 -> 403,blocked_by_parent_failure_needs_jmx_guard
